,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
10171,SSW, ,1.0,0,30,198504091120,0.0,0.0,95.0,입산자실화,충남,198504091050,장암,충남,산155,지토,부여,화,사,0.6,2,0.0,0.0,7.9,1.5,0.0
10172,ESE, ,3.0,0,110,198504081540,0.0,0.0,68.0,논밭두렁소각,강원,198504081430,용평,강원,산72,속사,평창,월,사,2.0,4,0.0,0.0,14.6,5.0,0.0
10173,E, ,0.7,0,200,198504071730,0.0,0.0,36.0,입산자실화,강원,198504071530,사북,강원,산5,지암,춘천,일,사,7.6,3,0.0,0.0,20.1,1.7,0.0
10174,ENE, ,1.5,0,120,198504071600,0.0,0.0,35.0,논밭두렁소각,강원,198504071440,왕산,강원,산82,도마,강릉,일,사,1.5,3,0.0,0.0,19.5,3.0,0.0
10175,SE, ,2.5,0,30,198504061530,0.0,0.0,61.0,입산자실화,강원,198504061500,양양,강원,산192,거마,양양,토,사,0.9,2,0.0,0.0,12.7,5.3,0.0
10176,S, ,0.2,0,15,198504021350,0.0,0.0,30.0,입산자실화,강원,198504021335,신동,강원,산27-3,정족,춘천,화,사,2.5,6,0.0,0.0,15.9,4.0,0.0
10177,W, ,0.3,0,30,198503301600,0.0,0.0,43.0,미상,대구,198503301530,능성,대구,산149, ,동,토,사,6.6,3,0.0,0.0,10.7,5.8,0.0
10178,WNW, ,0.5,0,40,198503241600,0.0,0.0,29.0,어린이불장난,강원,198503241520,신북,강원,산61,천전,춘천,일,사,9.7,16,0.0,0.0,18.3,2.0,0.0
10179,WNW, ,1.5,0,55,198503241530,0.0,0.0,29.0,논밭두렁소각,강원,198503241435,서,강원,산425,자등,철원,일,사,9.7,16,0.0,0.0,18.3,2.0,0.0
10180,ESE, ,5.0,0,510,198503241550,0.0,0.0,39.0,학생취사부주의,충남,198503241040,금남,충남,산94-2,부용,연기,일,국,1.1,5,0.0,0.0,14.9,3.2,0.0
10181,SSE, ,3.0,0,130,198503231310,0.0,0.0,49.0,군사훈련,충남,198503231140,덕산,충남,산3,외라,예산,토,국,12.2,15,0.0,0.0,13.6,3.5,0.0
10182,SSE, ,0.07,0,45,198503221745,0.0,0.0,64.0,논밭두렁소각,강원,198503221700,부곡,강원,산34, ,동해,금,사,1.7,8,0.0,0.0,8.3,4.0,0.0
10183,SE, ,0.02,0,30,198503221630,0.0,0.0,64.0,논밭두렁소각,강원,198503221600,동회,강원,산62, ,동해,금,사,1.7,8,0.0,0.0,8.3,4.3,0.0
10184,NE, ,3.0,0,48,198503221500,0.0,0.0,30.0,논밭두렁소각,강원,198503221412,지정,강원,산96-7,안창,원주,금,사,16.6,14,0.0,0.0,13.4,1.0,0.0
10185,SW, ,0.17,0,30,198503221430,0.0,0.0,33.0,입산자실화,강원,198503221400,퇴계,강원,산1, ,춘천,금,사,9.7,14,0.0,0.0,13.8,1.3,0.0
10186,NW, ,6.3,0,240,198503211820,0.0,0.0,36.0,군사훈련,충남,198503211540,청라,충남,산18,향천,보령,목,국,14.6,13,0.0,0.0,11.7,5.0,0.0
10187,ENE, ,0.1,0,10,198503201340,0.0,0.0,45.0,논밭두렁소각,강원,198503201330,구정,강원,산13,제비,강릉,수,사,1.7,6,0.0,0.0,13.0,2.3,0.0
10188,NNE, ,1.0,0,100,198503201420,0.0,0.0,26.0,휴반소각,대전,198503201320,신봉,대전,산35-1, ,유성,수,사,1.1,1,0.0,0.0,16.8,1.8,0.0
10189,정온, ,0.01,0,10,198503021730,0.0,0.0,62.0,입산자실화,강원,198503021720,삼천,강원,산3-1, ,춘천,토,사,3.1,10,0.0,0.0,7.5,0.0,0.0
10190,정온, ,0.0,0,2,198503021712,0.0,0.0,62.0,입산자실화,강원,198503021710,서,강원,산71-1,안보,춘천,토,사,3.1,10,0.0,0.0,7.5,0.0,0.0
10191,E, ,0.01,0,10,198502251600,0.0,0.0,35.0,어린이불장난,강원,198502251550,옥천,강원,산1-2, ,춘천,월,사,3.1,5,0.0,0.0,1.5,1.0,0.0
10192,정온, ,0.24,0,20,198502251430,0.0,0.0,37.0,입산자실화,강원,198502251410,남산,강원,산168-8,서천,춘천,월,사,3.1,5,0.0,0.0,2.2,0.2,0.0
10193,W, ,0.02,0,30,198502232300,0.0,0.0,34.0,논밭두렁소각,강원,198502232230,삼화,강원,산50, ,동해,토,사,3.4,4,0.0,0.0,-6.1,3.3,0.0
10194,NNW, ,0.2,0,50,198412291410,0.0,0.0,18.0,입산자실화,경남,198412291320,원동,경남,산384,화제,양산,토,사,20.7,13,0.0,0.0,-0.1,4.5,0.0
10195,NW, ,2.0,0,230,198412272130,0.0,0.0,47.0,군부대사격,경북,198412271900,임고,경북,산185,수성,영천,목,사,1.0,18,0.0,0.0,-3.5,3.5,0.0
10196,E, ,0.02,0,20,198412091320,0.0,0.0,34.0,어린이불장난,서울,198412091300,불광,서울,산43-1, ,은평,일,사,0.6,4,0.0,0.0,13.3,3.0,0.0
10197,W, ,0.01,0,25,198412031215,0.0,0.0,43.0,입산자실화,부산,198412031150,명륜,부산,산50-7, ,동래,월,사,2.7,10,0.0,0.0,13.4,3.3,0.0
10198,NNW, ,3.1,0,700,198412022145,0.0,0.0,19.0,입산자실화,경북,198412021445,각남,경북,산350,옥산,청도,일,사,0.7,13,0.0,0.0,10.6,4.0,0.0
10199,NW, ,3.0,0,135,198412011640,0.0,0.0,35.0,입산자실화,전남,198412011505,상암,전남,산109, ,여수,토,사,9.3,17,0.0,0.0,11.8,9.2,0.0
10200,WSW, ,0.1,0,40,198411241320,0.0,0.0,23.0,정신이상자실화,강원,198411241240,홍천,강원,산223-1,장전평,홍천,토,사,7.7,5,0.0,0.0,13.3,0.5,0.0
10201,정온, ,0.2,0,20,198411122100,0.0,0.0,59.0,군훈련조명탄낙하,전북,198411122040,상하,전북,산77,자룡,고창,월,사,2.0,1,0.0,0.0,4.2,0.0,0.0
10202,WSW, ,1.0,0,30,198411121600,0.0,0.0,17.0,군부대폭발물처리,충북,198411121530,매포,충북,산59-1,하시,단양,월,사,27.2,2,0.0,0.0,11.1,2.0,0.0
10203,SE, ,0.01,0,20,198411081420,0.0,0.0,68.0,입산자실화,강원,198411081400,창죽,강원,산1-2, ,태백,목,사,1.7,7,0.0,0.0,19.5,3.0,0.0
10204,정온, ,0.02,0,30,198411081230,0.0,0.0,80.0,입산자실화,강원,198411081200,동,강원,산65-13,지내,춘천,목,사,0.5,3,0.0,0.0,12.8,0.0,0.0
10205,SE, ,18.0,0,500,198411072030,0.0,0.0,35.0,등산객실화,경남,198411071530,단장,경남,산1,구천,밀양,수,사,2.4,35,0.0,0.0,22.6,3.5,0.0
10206,WSW, ,2.0,0,50,198411061640,0.0,0.0,13.0,입산자실화,강원,198411061550,영월,강원,산53,덕포,영월,화,사,1.7,5,0.0,0.0,20.8,1.5,0.0
10207,SW, ,1.0,0,210,198411051530,0.0,0.0,39.0,임산연료채취,강원,198411051320,강동,강원,산4,언별,강릉,월,국,15.0,23,0.0,0.0,22.7,1.5,0.0
10208,E, ,0.5,0,105,198411041210,0.0,0.0,41.0,농사작업,경남,198411041105,청암,경남,산252,상이,하동,일,사,1.4,32,0.0,0.0,15.0,0.5,0.0
10209,NNE, ,0.06,0,35,198411031220,0.0,0.0,28.0,등산객실화추정,부산,198411031145,감천,부산,산191-5, ,사하,토,사,5.6,30,0.0,0.0,15.6,1.7,0.0
10210,정온, ,0.5,0,100,198411021900,0.0,0.0,32.0,입산자실화,강원,198411021800,사북,강원,산50,원평,춘천,금,사,7.8,6,0.0,0.0,8.4,0.0,0.0
10211,SW, ,3.0,0,140,198411021900,0.0,0.0,17.0,군부대사격,강원,198411021720,남,강원,산112-7,화전,홍천,금,사,4.0,4,0.0,0.0,13.5,2.0,0.0
10212,NW, ,7.0,0,1310,198411030600,0.0,0.0,6.0,군부대포사격,전남,198411021650,벌교,전남,산25,낙성,보성,금,국,8.7,13,0.0,0.0,14.0,1.0,0.0
10213,WNW, ,0.03,0,18,198411021135,0.0,0.0,21.0,어린이불장난추정,서울,198411021117,번,서울,산19, ,강북,금,사,5.6,30,0.0,0.0,8.9,3.3,0.0
10214,WNW, ,1.0,0,220,198411012000,0.0,0.0,32.0,군부대폐탄처리,충남,198411011740,입장,충남,산60-1,호당,천안,목,사,0.5,3,0.0,0.0,8.3,1.5,0.0
10215,NNW, ,0.1,0,15,198410301650,0.0,0.0,27.0,어린이불장난추정,부산,198410301635,재송,부산,산8-1, ,해운대,화,사,5.6,27,0.0,0.0,11.4,3.3,0.0
10216,NNW, ,9.0,0,800,198411300710,0.0,0.0,50.0,군작전,전남,198410292310,남,전남,산559,연도,여수,월,사,2.6,9,0.0,0.0,9.3,6.2,0.0
10217,W, ,1.0,0,210,198410271700,0.0,0.0,16.0,철도,강원,198410271450,영월,강원,산243-6,연하,영월,토,사,4.1,7,0.0,0.0,16.7,5.0,0.0
10218,W, ,2.0,0,210,198411271700,0.0,0.0,16.0,담뱃불실화,강원,198410271450,영월,강원,산11,연하,영월,토,국,4.1,7,0.0,0.0,16.7,5.0,0.0
10219,WSW, ,0.3,0,30,198411251700,0.0,0.0,25.0,미상,경북,198410251630,문경,경북,산111,팔영,문경,목,사,14.1,23,0.0,0.0,25.3,1.0,0.0
10220,WSW, ,3.5,0,225,198411251640,0.0,0.0,38.0,임산연료채취,강원,198410251415,용평,강원,산65,도사,평창,목,사,2.3,5,0.0,0.0,18.0,3.0,0.0
10221,WSW, ,3.0,0,2305,198411221245,0.0,0.0,50.0,입산자실화,강원,198410221340,왕산,동부,산157,왕산,강릉,월,국,15.0,9,0.0,0.0,19.2,4.0,0.0
10222,S, ,0.01,0,35,198411191355,0.0,0.0,41.0,담뱃불실화추정,서울,198410191320,회기,서울,산4-50, ,동대문,금,사,5.6,16,0.0,0.0,21.0,2.0,0.0
10223,NW, ,0.05,0,715,198410162000,0.0,0.0,62.0,등산객실화추정,강원,198410161245,북,강원,산95,한계,인제,화,국,8.6,17,0.0,0.0,17.2,5.0,0.0
10224,SE, ,0.01,0,17,198406121642,0.0,0.0,66.0,입산자실화,강원,198406121625,설악,강원,산41, ,속초,화,사,30.2,6,0.0,0.0,24.6,2.7,0.0
10225,SSE, ,4.0,0,1550,198405120600,0.0,0.0,45.0,입산자실화,경북,198405111410,운문,경북,산169-4,신원,청도,금,사,2.3,7,0.0,0.0,25.8,4.5,0.0
10226,S, ,4.5,0,415,198405111820,0.0,0.0,44.0,입산자실화,강원,198405111405,북산,강원,산46-36,내평,춘천,금,사,0.5,10,0.0,0.0,25.3,2.0,0.0
10227,ENE, ,5.0,0,545,198405111715,0.0,0.0,80.0,미상,경남,198405111130,가북,경남,산1,중촌,거창,금,사,1.8,7,0.0,0.0,16.0,1.0,0.0
10228,WSW, ,1.7,0,130,198405101630,0.0,0.0,49.0,미군사격,경기,198405101500,광암,경기,산31-1, ,동두천,목,사,3.3,10,0.0,0.0,23.6,5.2,0.0
10229,SSW, ,0.5,0,30,198405081610,0.0,0.0,27.0,입산자실화,경북,198405081540,마성,경북,산7-2,오천,문경,화,사,1.5,7,0.0,0.0,28.7,5.5,0.0
10230,SW, ,0.1,0,115,198405081600,0.0,0.0,45.0,등산객실화,경기,198405081445,문원,경기,산158-3, ,과천,화,사,3.3,8,0.0,0.0,22.3,8.5,0.0
10231,SW, ,0.04,0,10,198405081400,0.0,0.0,45.0,입산자실화,서울,198405081350,망우,서울,산57-1, ,중량,화,사,3.3,8,0.0,0.0,22.3,7.5,0.0
10232,SSW, ,2.7,0,339,198405081600,0.0,0.0,44.0,입산자실화,서울,198405081221,원지,서울,산44, ,서초,화,사,3.3,8,0.0,0.0,22.7,6.2,0.0
10233,SSE, ,1.0,0,105,198405081115,0.0,0.0,47.0,군사훈련,강원,198405081010,동내,강원,산103,학곡,춘천,화,사,0.5,7,0.0,0.0,26.9,3.3,0.0
10234,SW, ,1.3,0,110,198405071750,0.0,0.0,21.0,입산자실화,강원,198405071640,강동,강원,산11-3,임곡,강릉,월,사,3.9,6,0.0,0.0,27.0,6.5,0.0
10235,WSW, ,2.5,0,40,198405071400,0.0,0.0,31.0,입산자실화,경기,198405071320,금암,경기,산65-1, ,오산,월,사,3.7,6,0.0,0.0,24.0,3.0,0.0
10236,ENE, ,5.0,0,1700,198405080330,0.0,0.0,72.0,미상,강원,19840507130,북,강원,산16,월학,인제,월,국,1.6,6,0.0,0.0,8.2,0.5,0.0
10237,WNW, ,0.1,0,1400,19840508130,0.0,0.0,68.0,군사훈련,강원,198405071130,동,강원,산132,삼현,홍천,월,사,0.8,6,0.0,0.0,12.7,2.5,0.0
10238,SW, ,0.6,0,200,198405062130,0.0,0.0,59.0,등산객실화,부산,198405061930,남산,부산,산57, ,금정,일,사,2.8,2,0.0,0.0,17.6,4.7,0.0
10239,SSE, ,0.7,0,40,198405061140,0.0,0.0,33.0,입산자실화,강원,198405061100,남산,강원,산243-7,백양,춘천,일,사,0.5,5,0.0,0.0,22.7,3.0,0.0
10240,W, ,1.5,0,55,198404251630,0.0,0.0,35.0,입산자실화,경기,198404251535,양동,경기,산124-1,고송,양평,수,사,22.5,7,0.0,0.0,21.9,5.5,0.0
10241,W, ,2.8,0,50,198404241650,0.0,0.0,21.0,어린이불장난,강원,198404241600,문막,강원,산88,건등,원주,화,사,41.5,6,0.0,0.0,23.0,4.0,0.0
10242,SSW, ,0.4,0,100,198404241550,0.0,0.0,24.0,고압선합선,경북,198404241450,낙동,경북,산121,유곡,상주,화,사,55.4,6,0.0,0.0,25.8,3.0,0.0
10243,WSW, ,1.2,0,100,198404241520,0.0,0.0,28.0,담뱃불실화,충북,198404241420,회북,충북,산68-1,용촌,보은,화,사,0.5,5,0.0,0.0,23.5,2.5,0.0
10244,S, ,4.5,0,230,198404241650,0.0,0.0,20.0,담뱃불실화,경남,198404241420,성산,경남,산21-2,연당,창녕,화,사,7.5,5,0.0,0.0,24.0,2.5,0.0
10245,SW, ,1.2,0,35,198404241415,0.0,0.0,21.0,담뱃불실화,경기,198404241340,이동,경기,산192,묘봉,용인,화,사,15.2,6,0.0,0.0,22.2,2.0,0.0
10246,W, ,0.6,0,45,198404231730,0.0,0.0,15.0,입산자실화,강원,198404231645,영월,강원,산135,삼옥,영월,월,사,48.5,5,0.0,0.0,22.0,3.0,0.0
10247,W, ,0.1,0,40,198404231710,0.0,0.0,38.0,논두렁소각,경북,198404231630,성산,경북,산126,사부,고령,월,사,6.7,4,0.0,0.0,22.8,2.7,0.0
10248,ENE, ,0.1,0,15,198404231540,0.0,0.0,36.0,논두렁소각,강원,198404231525,동회,강원,산23-2, ,동해,월,사,3.8,4,0.0,0.0,19.7,3.2,0.0
10249,WNW, ,12.0,0,400,198404231640,0.0,0.0,28.0,담뱃불실화,경북,198404231240,이서,경북,산113,문수,청도,월,사,7.5,4,0.0,0.0,23.2,1.5,0.0
10250,SE, ,2.5,0,50,198404231305,0.0,0.0,52.0,휴반소각,경기,198404231215,원,경기,산23-1, ,오산,월,사,15.2,5,0.0,0.0,16.9,1.3,0.0
10251,WNW, ,0.1,0,30,198404221630,0.0,0.0,51.0,입산자실화,대구,198404221600,용수,대구,산44, ,동,일,사,6.7,3,0.0,0.0,19.4,4.3,0.0
10252,W, ,0.8,0,110,198404221700,0.0,0.0,54.0,입산자실화,전북,198404221550,소양,전북,산138,신교,완주,일,사,1.0,4,0.0,0.0,16.3,4.3,0.0
10253,W, ,1.0,0,120,198404221640,0.0,0.0,43.0,입산자실화,경기,198404221520,장흥,경기,산46,울대,양주,일,사,2.6,6,0.0,0.0,18.1,4.2,0.0
10254,WSW, ,3.0,0,305,198404221735,0.0,0.0,38.0,입산자실화,경북,198404221430,용성,경북,산22,고죽,경산,일,사,6.7,3,0.0,0.0,21.4,1.8,0.0
10255,W, ,0.1,0,20,198404221440,0.0,0.0,40.0,군부대사격,부산,198404221420,구평,부산,산14-1, ,사하,일,사,11.3,3,0.0,0.0,16.8,2.5,0.0
10256,W, ,1.0,0,55,198404221445,0.0,0.0,43.0,담뱃불실화,경기,198404221350,하산곡,경기,산15-9, ,하남,일,사,2.6,6,0.0,0.0,18.1,5.0,0.0
10257,WSW, ,0.1,0,15,198404221300,0.0,0.0,43.0,입산자실화,서울,198404221245,신림,서울,산57-1, ,관악,일,사,2.6,4,0.0,0.0,18.1,4.2,0.0
10258,NNE, ,1.83,0,110,198404211130,0.0,0.0,32.0,휴반소각,인천,198404211020,무의,인천,산1, ,중,토,사,1.9,3,0.0,0.0,15.4,3.3,0.0
10259,NE, ,2.0,0,155,198404201725,0.0,0.0,29.0,입산자실화,경남,198404201530,내서,경남,산6,안성,마산,금,사,5.7,1,0.0,0.0,16.7,3.3,0.0
10260,NE, ,0.3,0,20,198404201400,0.0,0.0,62.0,취사중실화,제주,198404201340,노형,제주,산12, ,제주,금,사,1.8,1,0.0,0.0,13.2,7.3,0.0
10261,NE, ,1.0,0,30,198404191530,0.0,0.0,30.0,군사훈련,강원,198404191500,하남,강원,산33-1,논미,화천,목,사,3.0,1,0.0,0.0,15.8,2.0,0.0
10262,SSW, ,3.0,0,100,198404161245,0.0,0.0,42.0,군부대사격,경남,198404161145,거창,경남,산165,가지,거창,월,사,6.9,7,0.0,0.0,24.6,4.0,0.0
10263,SSE, ,3.0,0,100,198404151500,0.0,0.0,33.0,담뱃불실화,경북,198404151400,평은,경북,산165,오운,영주,일,사,2.2,6,0.0,0.0,20.2,4.0,0.0
10264,NW, ,0.2,0,20,198404151330,0.0,0.0,57.0,담뱃불실화,경남,198404151310,영현,경남,산131-1,영부,고성,일,사,1.5,5,0.0,0.0,18.7,4.0,0.0
10265,SSW, ,0.1,0,25,198404151305,0.0,0.0,61.0,성묘객실화,대구,198404151240,범물,대구,산227-1, ,수성,일,사,4.6,6,0.0,0.0,22.0,3.3,0.0
10266,SSW, ,0.7,0,305,198404151540,0.0,0.0,47.0,등산객실화,전북,198404151235,팔덕,전북,산295,청계,순창,일,사,7.1,6,0.0,0.0,21.0,2.5,0.0
10267,SSW, ,1.5,0,100,198404151300,0.0,0.0,43.0,쓰레기소각,경기,198404151200,와부,경기,산33-1,율석,남양주,일,사,11.0,10,0.0,0.0,17.4,3.7,0.0
10268,WSW, ,1.3,0,45,198404141715,0.0,0.0,34.0,휴반소각,전남,198404141630,창평,전남,산67,광덕,담양,토,사,12.3,5,0.0,0.0,19.7,4.8,0.0
10269,WSW, ,2.0,0,50,198404141650,0.0,0.0,34.0,성묘객실화,대구,198404141600,평광,대구,산202, ,동,토,사,4.6,5,0.0,0.0,19.7,4.8,0.0
10270,SSE, ,3.0,0,300,198404141630,0.0,0.0,37.0,휴반소각,경기,198404141330,청평,경기,산32,대성,가평,토,국,10.0,8,0.0,0.0,18.1,2.5,0.0
10271,SW, ,0.5,0,20,198404141110,0.0,0.0,79.0,논두렁소각,강원,198404141050,횡성,강원,산100,학곡,횡성,토,사,10.6,9,0.0,0.0,6.6,1.5,0.0
10272,WNW, ,2.0,0,130,198404131820,0.0,0.0,38.0,농사작업,경북,198404131650,운수,경북,산138,대평,고령,금,사,4.6,4,0.0,0.0,17.3,2.7,0.0
10273,ENE, ,1.0,0,50,198404131720,0.0,0.0,83.0,논두렁소각,강원,198404131630,평창,강원,산1,마지,평창,금,사,10.0,8,0.0,0.0,4.0,1.5,0.0
10274,NNW, ,3.0,0,130,198404131700,0.0,0.0,33.0,논밭두렁소각,충남,198404131530,광덕,충남,산21,원덕,천안,금,국,12.5,8,0.0,0.0,19.5,3.0,0.0
10275,NW, ,10.0,0,330,198404131810,0.0,0.0,25.0,밭두렁소각,경기,198404131440,신둔,경기,산1-46,장동,이천,금,사,11.2,8,0.0,0.0,21.3,3.0,0.0
10276,S, ,7.0,0,305,198404131655,0.0,0.0,15.0,논두렁소각,경남,198404131350,야로,경남,산98-2,나대,합천,금,사,1.1,3,0.0,0.0,22.4,3.0,0.0
10277,W, ,1.5,0,110,198404131500,0.0,0.0,21.0,담뱃불실화,충남,198404131350,전동,충남,산46-3,송성,연기,금,사,8.1,4,0.0,0.0,22.0,1.7,0.0
10278,NNW, ,5.5,0,425,198404131730,0.0,0.0,21.0,논두렁소각,대구,198404131305,도원,대구,산31, ,달서,금,사,4.6,4,0.0,0.0,21.3,4.2,0.0
10279,SE, ,20.0,0,355,198404131640,0.0,0.0,21.0,논두렁소각,전남,198404131245,율촌,전남,산95,신풍,여수,금,사,1.2,3,0.0,0.0,20.7,3.3,0.0
10280,NW, ,1.0,0,355,198404131635,0.0,0.0,21.0,정신이상자실화,대전,198404131240,신촌,대전,산9-1, ,동,금,사,8.1,4,0.0,0.0,22.0,3.0,0.0
10281,S, ,1.5,0,125,198404131355,0.0,0.0,25.0,휴반소각,경기,198404131230,서운,경기,산1-1,청용,안성,금,사,11.2,8,0.0,0.0,21.3,2.5,0.0
10282,SW, ,0.3,0,30,198404131300,0.0,0.0,21.0,논두렁소각,강원,198404131230,신림,강원,산17,송계,원주,금,사,9.1,8,0.0,0.0,20.6,1.0,0.0
10283,W, ,3.0,0,125,198404131355,0.0,0.0,22.0,논두렁소각,전북,198404131230,산내,전북,산3-1,백일,남원,금,사,7.1,4,0.0,0.0,22.8,3.0,0.0
10284,SW, ,0.3,0,30,198404131300,0.0,0.0,21.0,농산폐기물소각,강원,198404131230,신림,강원,산17,송계,원주,금,사,9.1,8,0.0,0.0,20.6,1.0,0.0
10285,W, ,3.5,0,45,198404131120,0.0,0.0,29.0,휴반소각,경기,198404131035,양지,경기,산44,주북,용인,금,사,10.5,8,0.0,0.0,16.8,1.8,0.0
10286,ENE, ,1.5,0,110,198404131130,0.0,0.0,33.0,담뱃불실화,경남,198404131020,양보,경남,산253,장암,하동,금,사,0.6,3,0.0,0.0,19.6,0.8,0.0
10287,SSE, ,1.0,0,120,198404131030,0.0,0.0,73.0,밭두렁소각,전북,198404130910,상서,전북,산52-3,가오,부안,금,사,7.2,4,0.0,0.0,13.2,0.5,0.0
10288,SE, ,0.1,0,40,198404130855,0.0,0.0,56.0,입산자실화,경기,198404130815,상광교,경기,산25, ,수원,금,사,10.5,8,0.0,0.0,9.6,0.8,0.0
10289,WSW, ,0.8,0,20,198404121750,0.0,0.0,10.0,학생실화,강원,198404121730,흥업,강원,산258,매지,원주,목,사,9.1,7,0.0,0.0,19.7,4.0,0.0
10290,NW, ,4.5,0,120,198404121720,0.0,0.0,44.0,밭두렁소각,전북,198404121600,봉동,전북,산18,제내,완주,목,사,9.6,3,0.0,0.0,16.2,3.8,0.0
10291,S, ,2.5,0,100,198404121430,0.0,0.0,34.0,밭두렁소각,경기,198404121330,하면,경기,산25,하판,가평,목,사,10.0,6,0.0,0.0,20.5,2.5,0.0
10292,WSW, ,1.3,0,30,198404121350,0.0,0.0,31.0,논두렁소각,충남,198404121320,덕산,충남,산3-1,낙상,예산,목,사,7.6,7,0.0,0.0,17.9,3.7,0.0
10293,정온, ,2.7,0,45,198404121300,0.0,0.0,9.0,폐비닐소각,충북,198404121215,적성,충북,산113,각기,단양,목,사,10.5,7,0.0,0.0,19.2,0.0,0.0
10294,W, ,1.5,0,110,198404131030,0.0,0.0,59.0,입산자실화,경남,198404120920,하이,경남,산82,사곡,고성,금,사,1.5,2,0.0,0.0,11.8,1.0,0.0
10295,WSW, ,0.5,0,130,198404111740,0.0,0.0,52.0,휴반잡초소각,인천,198404111610,운서,인천,산43, ,중,수,사,11.7,6,0.0,0.0,12.5,6.2,0.0
10296,NW, ,0.2,0,30,198404111630,0.0,0.0,27.0,논두렁소각,강원,198404111600,북방,강원,산61,성동,홍천,수,사,10.6,6,0.0,0.0,18.6,1.5,0.0
10297,WSW, ,0.3,0,120,198404111700,0.0,0.0,27.0,담뱃불실화,강원,198404111540,둔내,강원,산64-3,우용,횡성,수,사,10.6,6,0.0,0.0,18.6,2.0,0.0
10298,N, ,0.7,0,50,198404111530,0.0,0.0,23.0,담뱃불실화,경기,198404111440,관고,경기,산70-1, ,이천,수,사,11.2,6,0.0,0.0,17.8,4.5,0.0
10299,SSW, ,2.5,0,100,198404111420,0.0,0.0,43.0,미상,인천,198404111320,효성,인천,산64, ,계양,수,사,11.7,6,0.0,0.0,15.9,4.0,0.0
10300,WNW, ,7.5,0,200,198404111500,0.0,0.0,36.0,논두렁소각,경기,198404111300,별내,경기,산5-2,용암,남양주,수,사,11.0,6,0.0,0.0,17.9,5.8,0.0
10301,W, ,0.83,0,100,198404102130,0.0,0.0,48.0,군부대사격,경기,198404102030,학암,경기,산30, ,하남,화,사,11.0,5,0.0,0.0,12.1,3.5,0.0
10302,SW, ,0.1,0,5,198404101415,0.0,0.0,23.0,논두렁소각,강원,198404101410,홍천,강원,산47-10,갈마곡,홍천,화,사,10.6,5,0.0,0.0,18.0,1.0,0.0
10303,ENE, ,3.0,0,110,198404101340,0.0,0.0,54.0,밭두렁소각,강원,198404101230,진부,강원,산1,동산,평창,화,사,10.0,5,0.0,0.0,10.0,5.7,0.0
10304,SSE, ,1.5,0,110,198404081628,0.0,0.0,43.0,논두렁소각,경남,198404081518,회성,경남,산52-1, ,마산,일,사,5.3,3,0.0,0.0,14.3,6.0,0.0
10305,S, ,3.0,0,40,198404081510,0.0,0.0,17.0,논두렁소각,전북,198404081430,진안,전북,산324-1,운산,진안,일,사,8.5,3,0.0,0.0,16.6,2.5,0.0
10306,SSE, ,5.0,0,2325,198404081355,0.0,0.0,23.0,폐비닐소각,충북,198404081430,미원,충북,산75,가양,청원,일,사,8.8,3,0.0,0.0,18.0,3.7,0.0
10307,WNW, ,2.0,0,125,198404071755,0.0,0.0,25.0,정신이상자실화,경남,198404071630,안의,경남,산16-1,상원,함양,토,사,4.7,2,0.0,0.0,17.4,3.0,0.0
10308,WSW, ,4.5,0,100,198404071730,0.0,0.0,15.0,논두렁소각,강원,198404071630,서,강원,산180,모곡,홍천,토,사,10.6,2,0.0,0.0,14.8,4.5,0.0
10309,NW, ,4.0,0,340,198404072000,0.0,0.0,6.0,논두렁소각,경남,198404071620,삼장,경남,산161,대포,산청,토,사,5.3,2,0.0,0.0,17.5,3.0,0.0
10310,W, ,7.0,0,100,198404071630,0.0,0.0,12.0,입산자실화,강원,198404071530,영월,강원,산132,영흥,영월,토,국,10.5,2,0.0,0.0,13.3,4.5,0.0
10311,NNW, ,3.0,0,55,198404071530,0.0,0.0,22.0,폐비닐소각,충북,198404071435,문백,충북,산26-1,장월,진천,토,사,8.8,2,0.0,0.0,15.0,3.7,0.0
10312,S, ,0.2,0,15,198404061300,0.0,0.0,26.0,성묘객실화,강원,198404061245,삼천,강원,산60-4, ,춘천,금,사,18.8,1,0.0,0.0,11.0,2.0,0.0
10313,NE, ,0.9,0,40,198404041330,0.0,0.0,41.0,입산자실화,경기,198404041250,감이,경기,산64-1, ,하남,수,사,0.8,6,0.0,0.0,19.5,2.7,0.0
10314,SW, ,5.0,0,330,198404032140,0.0,0.0,43.0,입산자실화,충북,198404031810,직,충북,산23, ,충주,화,사,3.0,5,0.0,0.0,11.5,4.0,0.0
10315,NW, ,0.8,0,25,198404031145,0.0,0.0,36.0,논두렁소각,경기,198404031120,우정,경기,산1-9,주곡,화성,화,사,1.0,5,0.0,0.0,15.4,1.5,0.0
10316,ENE, ,1.5,0,25,198404021600,0.0,0.0,40.0,밭두렁소각,경남,198404021535,가북,경남,산145,우혜,거창,월,사,2.1,2,0.0,0.0,13.5,2.0,0.0
10317,W, ,0.5,0,20,198404011640,0.0,0.0,49.0,어린이불장난추정,경기,198404011620,외삼미,경기,산43-1, ,오산,일,사,1.0,3,0.0,0.0,10.4,5.0,0.0
